geneid	genename	Subtype_1	Subtype_2	Subtype_3	Subtype_4	Subtype_5	Subtype_6
ENSG00000117586	TNFSF4	3.2876706264911	3.08796947597007	2.20944969442925	2.56304892729611	2.1855694535642	2.75974718781577
ENSG00000117594	HSD11B1	4.91385482902116	4.48690671223114	4.28814556064036	4.96293771186404	3.7626101882982	3.61412468352229
ENSG00000118495	PLAGL1	5.59429075275449	5.9593260313008	5.94351897474236	8.06374463906829	5.37726561306899	6.38428591202931
ENSG00000119514	GALNT12	3.21862273407287	3.53714490385736	2.6202154164166	2.61855638958805	2.6989252615604	2.5500016183988
ENSG00000120278	PLEKHG1	7.9485075132601	7.03796321471705	7.94456551783622	7.41922171106841	8.01279890885898	7.5630073895803
ENSG00000121335	PRB2	5.62133382724038	6.28346053675309	6.42998447265166	6.12811647007951	6.1061727572102	6.06464068163672
ENSG00000121904	CSMD2	3.99596592103301	4.09609784751223	4.38926059378879	3.2206285230079	4.70251550990555	6.55371281824918
ENSG00000122367	LDB3	5.18248473738297	4.52802772499109	5.16192970065079	4.10633405512508	4.18122464173117	5.16249497277337
ENSG00000122420	PTGFR	2.63164710781243	3.16899012752918	2.39258537813838	1.88662839523177	2.63110816916239	2.3555517060591
ENSG00000123080	CDKN2C	4.70122838777271	3.97208824768611	3.68599056968573	4.07527880366527	3.93591596306398	3.43261570824738
ENSG00000123838	C4BPA	4.36918911015876	3.9847202455604	4.36968771933529	5.51545769704967	4.10634748697616	5.10041309170514
ENSG00000124191	TOX2	5.86925289412651	4.97901297536619	4.83419491750331	3.44048297768034	4.0504665621268	4.10408026637131
ENSG00000124440	HIF3A	4.03737883797978	3.02318553286746	3.81389079857686	5.40890341031916	2.23672965981174	3.02602403316617
ENSG00000124610	H1-1	3.99933161270182	3.84216296391855	4.55205901747697	3.56597059755021	4.19194124144295	3.5555008477808
ENSG00000124772	CPNE5	4.18719333665068	3.60501208238331	3.20765977464076	3.24791586432691	3.34034701428721	3.26234503167153
ENSG00000125378	BMP4	3.47562453708336	4.01473102226949	3.31751716076511	5.33737110043015	4.20216999171746	4.8552567680604
ENSG00000125398	SOX9	4.91903071050126	4.74537510616649	5.61704501505623	4.41846896135309	5.09181891204401	5.20977049457537
ENSG00000125787	GNRH2	3.17864419510815	3.18723146000921	4.06907156941138	2.67135899461595	3.86595438285971	4.81812971333454
ENSG00000125813	PAX1	2.22163414621791	1.98459434959469	2.72816756396796	2.21779136094729	2.17990717595746	4.15316222312835
ENSG00000125869	LAMP5	2.50009158937263	2.23307308598361	2.58358513477364	2.18120947289994	2.20098855131645	3.96081040517836
ENSG00000125975	C20orf173	3.28587961686194	3.88283944054855	3.87836652081543	3.04804112360478	3.45722553274942	3.21270704103236
ENSG00000126878	AIF1L	3.66861122377045	3.75673425195607	2.76269968460862	2.51834978964024	2.44076076339907	3.22822979215198
ENSG00000127328	RAB3IP	3.23135063326961	2.76268233672325	2.52465294148978	2.45815428140807	2.13793921344102	2.4163628003392
ENSG00000127329	PTPRB	6.12614984211992	6.48160611448388	5.52962001216787	4.81878868839575	8.23980244060404	5.8754085519899
ENSG00000127337	YEATS4	3.08724408916882	3.01056041184742	2.41681332010259	2.27932942435004	2.45087632892519	2.32230197714827
ENSG00000127743	IL17B	3.8601767324565	2.92535593463467	2.88616723033891	3.07296646849787	2.63686028756277	2.60162615884674
ENSG00000128482	RNF112	3.69413937439806	2.92638564815409	2.78449476940842	4.10906626900048	2.4040806474519	2.87123764965769
ENSG00000128591	FLNC	9.662753593328	9.09707547473732	7.85157308612349	9.82833347361788	6.40338087796962	9.73723770081504
ENSG00000128602	SMO	4.54421698281883	4.25636067480112	5.28524906540108	5.16857016653137	4.73305156690071	5.72010411492779
ENSG00000128713	HOXD11	2.6836419365624	2.50003308004188	3.56657896477689	2.29194920780464	2.24274220423483	3.22522259587465
ENSG00000128714	HOXD13	2.67705288053256	2.81909874834145	3.67217291692109	2.02975141812577	2.75379739878954	3.05344747272025
ENSG00000129946	SHC2	4.37550131778237	3.47566013213267	4.43983225349963	6.17700971356418	3.2354362139256	5.27632416216623
ENSG00000129990	SYT5	2.49729799161927	3.60958551791042	3.11725981219941	2.43338565170212	2.78868592016719	3.13498768207806
ENSG00000130164	LDLR	6.29061440708221	5.8845217798785	5.6847939579617	6.52663442898599	4.97578508723717	5.50864945014897
ENSG00000130226	DPP6	3.30320778046521	2.88784824545955	3.56031562515845	3.35199627751235	3.27272881587305	3.68548067061277
ENSG00000130762	ARHGEF16	3.49913704158349	3.71326182985172	4.18303240457749	3.4206105810484	3.44131885700783	5.78102759453844
ENSG00000131094	C1QL1	4.07310893727397	2.87380220267008	3.0154144412602	5.74663689935007	2.78925132366279	3.19938604389653
ENSG00000131398	KCNC3	3.99204718564525	3.98835153535042	5.08860654470418	4.39978273330019	3.96782722131282	4.46944070552415
ENSG00000131620	ANO1	6.05493499280636	4.80741200868789	5.60970991017832	10.5306074748652	5.44170079717893	6.25292967752563
ENSG00000131711	MAP1B	11.1370884466537	10.5955175147201	9.61808321019588	10.7844478057853	9.5282940708086	10.3424713664701
ENSG00000132031	MATN3	2.96313795908813	2.76687897614369	3.48826127613458	2.80243884444588	3.32470438072655	4.02666676231255
ENSG00000132514	CLEC10A	3.1548292427162	3.50246628895042	2.28711953101004	2.71751198683477	2.90250827223527	2.71491142685651
ENSG00000132561	MATN2	7.17008922354897	6.59893416886892	7.73371505199543	7.72945292205769	6.74524125876392	7.29571131265251
ENSG00000132821	VSTM2L	2.78452712987971	3.05581764637443	3.25999459309685	2.68814363115184	3.21491263525869	2.98399610296847
ENSG00000132970	WASF3	4.45222733233417	4.50987115091927	4.36136806254035	5.06290293557963	3.744590257573	5.26777964779578
ENSG00000133063	CHIT1	2.8033369643593	2.67558169653189	2.8873413847768	2.29200720590034	2.564702257838	2.39293295209015
ENSG00000133216	EPHB2	5.78112628276012	6.39656474349433	5.84345475274417	5.56319997721626	6.4324188225569	6.6980279171135
ENSG00000133640	LRRIQ1	2.69645406399982	2.5256073689969	2.78351947989307	3.60076824705748	2.11034403098286	2.39014074163957
ENSG00000133800	LYVE1	5.27012329286737	5.91742274225675	5.90608583454779	5.43079220025176	4.88367396801834	4.97671558847437
ENSG00000134061	CD180	3.05074976859721	3.469545547358	2.76690965852932	2.96689212867381	3.24414652320501	2.57377321041976
ENSG00000134184	GSTM1	2.92050570976891	2.77886291579981	2.84394684632254	2.93340845312345	3.04641412143013	2.84092147401709
ENSG00000134827	TCN1	3.59014848778778	3.62684852405991	3.53530641825515	3.14240540202905	3.19955654063864	3.26966016462952
ENSG00000135298	ADGRB3	2.6134770428591	2.47474784403163	3.19662220753102	6.21067031747223	2.63447336225528	2.92794841213268
ENSG00000135407	AVIL	7.83365853081578	7.64480197260777	7.79664562691995	7.75092439660324	6.9244856106583	7.38187801541076
ENSG00000135424	ITGA7	7.41847223869829	6.18840400837166	5.69492875814151	4.83084518722416	4.75410420264437	6.05640369908534
ENSG00000135443	KRT85	2.24676285448099	3.10230864937139	2.06997996319479	2.17905737094148	2.36148547140615	2.33751304804952
ENSG00000135447	PPP1R1A	4.35659835400593	3.4299729368422	4.50143106682387	3.57858805736797	3.341278391843	3.74778013708127
ENSG00000135454	B4GALNT1	6.05839583437915	4.66692930390568	5.96927677197387	4.61669348234182	4.44867439410958	6.07011773786013
ENSG00000135678	CPM	5.25272068033381	4.98145716514709	3.97461598942732	4.37913270033792	4.85586118869798	3.83474639237966
ENSG00000135679	MDM2	7.16811682094043	6.81576180076476	6.09818101071615	7.01544802981263	6.65514547587686	6.22855484730437
ENSG00000135862	LAMC1	9.18356367783823	9.00057079269934	8.05313516717512	7.50733627235779	8.46274192377086	9.00881227738775
ENSG00000137807	KIF23	5.1577157091194	5.1135987666991	4.88466314727879	3.80849474447453	4.64542544165952	4.37964808272738
ENSG00000137819	PAQR5	4.13654895307788	4.01967309936217	3.58322394041913	2.89868184371351	3.54704095903436	3.9720085282102
ENSG00000138028	CGREF1	4.83573812797571	4.30881485664019	5.20259277932317	4.38465343724125	4.94997911699422	5.22411243514453
ENSG00000138080	EMILIN1	7.49644721139129	6.63592463415562	6.70077414173571	8.09931474126742	7.53499029335516	7.62062844152103
ENSG00000139209	SLC38A4	5.94665329585897	5.80590056158552	6.2426303072382	7.08607562147109	5.86717117887989	5.60269146766428
ENSG00000139263	LRIG3	5.26223835962826	4.77289098615883	4.42610585582063	4.82284326271181	4.22503012383085	5.47667185114455
ENSG00000139266	MARCHF9	3.80726249858761	3.40416499196106	3.61914852622317	3.48513121954063	3.25081260817351	3.53985383046724
ENSG00000139291	TMEM19	3.45442114008086	3.18427955900217	3.08556966082654	3.05591250715752	3.31713124665538	2.70058240936221
ENSG00000139890	REM2	3.38056531713137	3.23824900314584	4.10584008556769	4.61618889734018	3.24905097037804	3.44958245286069
ENSG00000141540	TTYH2	3.20542784686489	3.09862923730865	3.60653731314497	3.14812669057009	4.05374207419599	3.00534078134193
ENSG00000142949	PTPRF	7.47581708453298	6.17385104032795	6.89576591069654	5.65984782764327	6.66969700766548	7.29959109414232
ENSG00000143153	ATP1B1	6.23390075373494	5.57846276667046	5.81513974913226	8.28450546374026	5.826274262685	5.61897568037733
ENSG00000143512	HHIPL2	2.68471713295212	2.69050585050623	2.60821651305925	2.16098917024633	3.16033904813391	3.52726734096443
ENSG00000143520	FLG2	7.70017076697417	7.98381715710629	8.56716299154306	7.45426303298654	6.72100979333739	8.59587183746623
ENSG00000144452	ABCA12	6.93601811533405	6.39997392540924	7.07679728583477	7.83137804900995	5.51357336879525	5.94320320729182
ENSG00000144810	COL8A1	6.62914337375591	6.1035302355514	5.99114166323892	7.22683218029239	7.3433587125701	7.75416381911455
ENSG00000145681	HAPLN1	2.60942794801719	2.65403289328464	2.59357667927417	2.63547614843735	3.67659062676328	2.67122282651114
ENSG00000145850	TIMD4	3.85439103686328	4.6053673616395	2.86756442215503	3.10806017687763	4.71666515231533	2.87756430969818
ENSG00000147364	FBXO25	4.70866405540822	4.6714422149777	5.21712852268522	6.50332541206585	5.27105617379968	5.72588087301948
ENSG00000147408	CSGALNACT1	5.28653782409042	5.37890614451724	4.38703249146643	5.27125698958667	5.21579419080353	5.07789963279406
ENSG00000148153	INIP	4.15828236661124	3.70681492886121	4.63709732730178	4.74944249031619	3.67246321274074	3.68115309640115
ENSG00000148481	MINDY3	4.80342611850326	3.7209107795426	3.31666615890206	3.31558530286086	4.00332615817454	3.96258748115869
ENSG00000148795	CYP17A1	3.99192723525378	4.31470001617231	4.3141873525558	5.00356478174379	3.5514892599359	4.19332087266074
ENSG00000149090	PAMR1	3.46181075575625	3.92903975865155	2.70743758566228	2.873157208023	2.9252590445736	4.18065343122329
ENSG00000149527	PLCH2	5.45249213940417	6.19880656423653	6.07089681316587	5.09671308111039	6.00840059091958	5.82963408195928
ENSG00000149575	SCN2B	2.88175628917798	2.26587377949925	2.77075376050026	2.557349691432	2.28762868096919	3.09592104582056
ENSG00000149948	HMGA2	4.11177353166814	4.65012508231468	4.08062809148818	3.10413519555202	4.48713806286166	4.26205842906312
ENSG00000151572	ANO4	2.31349939830585	2.42527936156924	2.74188575554818	2.142010287866	2.32725730959189	3.7162254053303
ENSG00000151617	EDNRA	5.75858332365285	4.81955603910545	5.90832395629946	4.59140562369899	4.87727160203241	6.47592211102674
ENSG00000151790	TDO2	2.83960091363469	2.89631180879925	2.24649930203887	2.00402069023365	2.07842089796006	2.2881441818205
ENSG00000151892	GFRA1	3.69402386833305	3.32456739127391	3.64352687444843	6.51249944819824	2.2163455500956	4.07047131720441
ENSG00000152049	KCNE4	4.25536711972753	3.49935066880372	4.18798433812176	4.28623001991229	2.87815072412768	4.10247844982169
ENSG00000152076	CCDC74B	3.17747429672084	2.67772429448844	3.86136162601899	2.74949963747233	2.74246088112171	3.36104643484752
ENSG00000152475	ZNF837	4.35210032156916	4.39651298736744	5.09622441068447	4.63355240901827	4.12524154052623	4.57528176509832
ENSG00000152592	DMP1	3.51209820661588	4.8023852619247	4.04062396694499	2.8611442195341	6.37147953846071	3.74743945536417
ENSG00000152669	CCNO	3.38428677713588	3.26938697458794	3.41587378501138	3.20052627369267	3.03945208367284	2.79148880126089
ENSG00000152784	PRDM8	5.0500016474259	6.02680519341477	4.44889421394609	4.84211228123982	4.57049050475667	5.15396222676877
ENSG00000153064	BANK1	3.60599848661904	3.81487948743354	2.8961336107985	4.60986708814673	3.43564586665008	3.10980264302695
ENSG00000153179	RASSF3	4.83847891172906	3.71881656826213	3.45995340604362	4.00924728982461	3.81714983400938	3.74641477889426
ENSG00000153707	PTPRD	5.19223110048823	4.51675543218645	4.04448694125442	6.9341268736773	6.03131132564026	6.58828669812637
ENSG00000153820	SPHKAP	2.03443004474476	2.33175551711675	3.53309389664728	2.3313625556167	2.14135394196126	2.32101904979835
ENSG00000153956	CACNA2D1	4.31665107730526	4.21400880236227	3.86102227141694	3.12999588013383	3.87229921322689	4.01446061133829
ENSG00000154007	ASB17	3.91049261622471	3.78032613267746	3.87469867564804	3.37686433451937	2.9008679190592	3.22413650810264
ENSG00000154027	AK5	3.78147923826071	4.09214238870205	4.21211104721779	4.43592796632228	5.51411548889505	4.62643407220922
ENSG00000154146	NRGN	3.62438431614178	3.30581081375981	3.6603607810275	2.73492156866117	3.34261175746446	3.07809420327655
ENSG00000154175	ABI3BP	8.47092847354499	9.01258755495713	7.60343186078047	7.21526751031957	7.7949152846218	8.42385847798664
ENSG00000154310	TNIK	6.45325440243308	6.08472639448598	5.49227492698291	7.5619130358216	6.1582089944047	6.89882679486887
ENSG00000154856	APCDD1	4.79687496289135	4.85201636223594	5.2718352165638	4.07026747588205	4.45382217088932	6.74491464020264
ENSG00000154864	PIEZO2	6.66544525481966	7.02380852773056	5.97450383843939	5.38816975502824	6.68470414240553	8.67782931722575
ENSG00000155011	DKK2	2.99769098450029	2.77588959215055	4.16038352012218	3.06369657332721	2.71404179694644	3.66624761726392
ENSG00000155085	AK9	4.54787922970885	4.28529640960634	4.24984003861234	4.92680231313367	3.92353835862411	3.93906678206502
ENSG00000155792	DEPTOR	4.33234932329419	4.25310186208375	3.62773699539141	3.4600192696469	4.49094842358529	3.82319174976393
ENSG00000156076	WIF1	2.35571801073766	2.25048948277291	2.38995204102192	2.1685769565939	2.46137575708095	3.34998410936125
ENSG00000156265	MAP3K7CL	3.65225933042699	3.17094919970549	2.62262808467615	2.65981338667678	2.69873010322041	2.93232809218079
ENSG00000156345	CDK20	2.74177227032378	2.67948546665954	2.8596772941174	4.11984567153182	2.35076691088103	2.71651358324516
ENSG00000157152	SYN2	3.65630660348284	3.49295498117467	3.6165105355237	2.65552385881041	3.58491914362957	3.30426390416656
ENSG00000157168	NRG1	3.43345379897103	3.41691799098431	4.35149273743805	4.06077823869131	2.83670420968059	6.4190034643139
ENSG00000157240	FZD1	5.54704246053577	5.97032597854888	6.15040583925577	5.44299436997632	6.33835285369988	7.53233878902068
ENSG00000157426	AASDH	4.10292792594045	3.87998290063701	5.41946714454678	4.11301765939203	3.68323397832187	4.14205027495688
ENSG00000157542	KCNJ6	4.11361027709243	5.03021267797904	3.7883465759822	3.71882308181729	3.59125074533688	4.75353046225264
ENSG00000158258	CLSTN2	5.1511491434437	3.91606626773708	5.25448545701106	3.9071468153366	3.42893236647134	4.74280844742501
ENSG00000160111	CPAMD8	4.92342873258801	4.52451667235874	5.19512643190775	4.58956007613252	5.31099311200406	4.9848966072831
ENSG00000160396	HIPK4	5.02179468711722	4.58123284839137	5.1639420395292	4.95100198815997	4.45271206372956	4.44575814907952
ENSG00000160439	RDH13	5.42202288835453	6.11654819093911	5.48104055300391	5.7849973481019	5.32462964974408	4.66521206037522
ENSG00000160867	FGFR4	2.99022237217695	2.55835850469863	2.9280724772708	3.58690036809249	2.22191168849573	2.87709412054121
ENSG00000160882	CYP11B1	2.58293752790281	2.95620099123622	2.40703300796227	2.33697527279093	2.64551471384756	2.41896804111706
ENSG00000161544	CYGB	4.49760488137659	4.82764995291886	4.75536555202278	3.81913724960423	4.84600168007263	4.71773275896293
ENSG00000162009	SSTR5	2.36412779908287	2.05137068242077	2.96511225521637	2.42725452084549	2.62426540750984	2.6871222756245
ENSG00000162407	PLPP3	6.06504913202287	6.32339564748366	5.29932662313158	5.80408435718324	5.06210585564858	6.15899696919349
ENSG00000162545	CAMK2N1	3.85755449404822	4.5440583429877	3.94253919824993	4.27154016454273	3.23142698551382	4.16025709327228
ENSG00000162631	NTNG1	2.66306088662106	2.80902030636605	3.19866176384061	2.06602298729635	3.41963123005311	2.56426323762154
ENSG00000162706	CADM3	3.4615355934234	3.64019814188829	2.72289850712514	2.6842920450114	2.70037538946136	3.13049725238339
ENSG00000162746	FCRLB	2.9746383797796	3.72371518238457	3.43866257356412	3.08245985799918	3.38649148878528	2.63271724108303
ENSG00000163040	CCDC74A	3.98686138126914	3.58896419132981	4.2356362022168	3.70493334377243	3.32450504644924	4.25933054343027
ENSG00000163083	INHBB	3.55838578279923	3.47745926479929	2.93697335406217	2.76117370284153	3.19732841276842	3.73860820592797
ENSG00000163624	CDS1	3.45408451554003	4.2676919867148	3.75406619889909	3.5947403778355	3.69565243184199	3.13872742686252
ENSG00000163673	DCLK3	3.15147663985415	3.03383388473558	3.26318893415257	2.2542495756438	2.42361153552274	2.79251226871523
ENSG00000163705	FANCD2OS	3.26128472837194	3.38685419406473	3.59113629737835	2.57808996565951	2.99589819010133	2.57207697368895
ENSG00000163815	CLEC3B	3.49626570379569	4.39147551061711	3.00735149397066	2.92232259635215	3.52237306337203	3.41307815134047
ENSG00000164038	SLC9B2	3.96190892807884	3.80024866129585	4.10410261629015	4.20750714462934	5.99334711143446	4.20752867902185
ENSG00000164093	PITX2	3.35941769314467	2.71711655471507	3.13531788937653	2.69823403722952	2.78057664577515	4.18070591124335
ENSG00000164123	C4orf45	4.02319655528004	4.26921088816778	3.63526399845631	3.43140518896397	4.34968139662219	3.6927478274524
ENSG00000164142	FAM160A1	3.46616604123683	3.04564715969464	3.03716095674913	3.63344300310151	3.81710463790968	2.92518877176477
ENSG00000164265	SCGB3A2	3.74949390408012	3.008154762319	2.75772229345991	2.03502787803889	2.94105827684902	2.76218654233422
ENSG00000164442	CITED2	6.53462766809075	6.70383350596081	6.15372154315334	7.54862310466611	6.36426614241735	5.66679550683482
ENSG00000164530	PI16	3.60114073052643	4.54861306559817	2.93306100071406	2.60201665676826	2.50240000676567	3.94351911400961
